timestamp,hospital,blood_type,stock_initial,demand,supply,stock_final,temperature,days_to_expiry,quality_score,urgency,quality_comment,day_of_week,hour,month,is_weekend,is_holiday_season,special_event,weather
2022-03-30 20:22:25,Hôpital Laquintinie,AB-,56,5,0,51,2.4,45,100.0,normale,Hémoglobine dans les normes,2,20,3,False,False,normal,ensoleillé
2022-04-01 03:36:36,Hôpital Militaire,AB-,21,5,18,34,4.5,7,100.0,normale,Contrôle bactériologique négatif,4,3,4,False,False,normal,ensoleillé
2022-04-04 10:12:59,Hôpital Militaire,AB-,65,7,0,58,3.9,20,97.8,normale,"Bon état général, légère variation température",0,10,4,False,False,normal,ensoleillé
2022-04-14 02:01:37,Hôpital de District Bonassama,AB-,22,6,0,16,3.9,3,82.2,faible,Parfait pour transfusion immédiate,3,2,4,False,False,normal,pluvieux
2022-04-15 07:06:47,Hôpital Militaire,AB-,20,8,0,12,3.3,15,99.1,faible,Urgent: vérifier température stockage,4,7,4,False,False,normal,orageux
2022-05-16 13:38:22,Clinique des Spécialités,AB-,45,6,0,39,4.3,7,100.0,normale,"Bon état général, légère variation température",0,13,5,False,False,normal,pluvieux
2022-05-20 17:42:49,Clinique des Spécialités,AB-,42,8,0,34,3.5,1,61.2,attention,"État satisfaisant, contrôle qualité OK",4,17,5,False,False,normal,pluvieux
2022-05-24 13:40:01,Hôpital de District Bonassama,AB-,63,7,0,56,4.7,7,95.9,normale,Hémoglobine dans les normes,1,13,5,False,False,normal,ensoleillé
2022-06-03 05:24:46,Clinique des Spécialités,AB-,30,7,18,41,3.7,1,60.6,attention,Attention: proche expiration,4,5,6,False,False,normal,pluvieux
2022-06-16 18:35:53,Hôpital Laquintinie,AB-,30,9,0,21,3.7,18,95.6,normale,"Excellent état, conservation parfaite",3,18,6,False,False,accident_route,pluvieux
2022-06-17 12:05:44,Centre Médical d'Excellence,AB-,60,11,0,49,4.1,27,90.7,normale,"Excellent état, conservation parfaite",4,12,6,False,False,normal,ensoleillé
2022-06-20 08:26:06,Hôpital Laquintinie,AB-,35,6,0,29,3.7,10,100.0,normale,"Bon état général, légère variation température",0,8,6,False,False,normal,pluvieux
2022-06-30 23:19:32,Hôpital Général Douala,AB-,28,5,0,23,3.3,21,91.9,normale,Contrôle bactériologique négatif,3,23,6,False,False,normal,ensoleillé
2022-07-05 05:39:11,Hôpital Laquintinie,AB-,20,6,0,14,4.3,14,100.0,faible,"Bon état général, légère variation température",1,5,7,False,True,normal,pluvieux
2022-07-05 19:51:58,Centre Médical d'Excellence,AB-,87,9,16,94,4.2,4,84.3,normale,Hémoglobine dans les normes,1,19,7,False,True,normal,pluvieux
2022-07-07 07:24:50,Hôpital Militaire,AB-,32,10,23,45,4.0,33,98.6,normale,"État satisfaisant, contrôle qualité OK",3,7,7,False,True,normal,pluvieux
2022-07-14 16:01:19,Hôpital Laquintinie,AB-,78,5,0,73,3.7,1,50.9,attention,"État satisfaisant, contrôle qualité OK",3,16,7,False,True,normal,pluvieux
2022-07-27 10:17:20,Centre Médical d'Excellence,AB-,42,6,0,36,3.4,24,100.0,normale,"État satisfaisant, contrôle qualité OK",2,10,7,False,True,normal,ensoleillé
2022-07-31 14:10:22,Hôpital Laquintinie,AB-,47,9,22,60,4.5,1,66.4,attention,Parfait pour transfusion immédiate,6,14,7,True,True,normal,ensoleillé
2022-08-03 12:45:23,Hôpital Militaire,AB-,54,5,22,71,4.4,58,97.0,normale,Urgent: vérifier température stockage,2,12,8,False,True,normal,orageux
2022-08-07 20:19:03,Hôpital Militaire,AB-,42,6,22,58,4.5,2,76.1,normale,Attention: proche expiration,6,20,8,True,True,normal,nuageux
2022-08-10 13:22:54,Hôpital Général Douala,AB-,71,7,0,64,5.3,19,100.0,normale,Contrôle bactériologique négatif,2,13,8,False,True,normal,ensoleillé
2022-08-14 02:56:44,Hôpital Général Douala,AB-,32,3,0,29,3.9,19,95.5,normale,Urgent: vérifier température stockage,6,2,8,True,True,normal,nuageux
2022-08-15 08:59:14,Hôpital Général Douala,AB-,63,7,0,56,3.7,1,63.8,attention,Urgent: vérifier température stockage,0,8,8,False,True,campagne_don,ensoleillé
2022-08-17 00:24:34,Centre Médical d'Excellence,AB-,25,14,0,11,4.7,2,93.3,faible,Attention: proche expiration,2,0,8,False,True,normal,nuageux
2022-08-21 19:28:17,Hôpital Laquintinie,AB-,37,7,26,56,4.6,19,98.8,normale,"État satisfaisant, contrôle qualité OK",6,19,8,True,True,normal,pluvieux
2022-09-01 22:00:17,Hôpital de District Bonassama,AB-,67,6,0,61,4.7,3,90.0,normale,Hémoglobine dans les normes,3,22,9,False,False,normal,nuageux
2022-09-02 04:34:09,Hôpital Militaire,AB-,26,3,0,23,4.4,12,99.8,normale,"Excellent état, conservation parfaite",4,4,9,False,False,normal,pluvieux
2022-09-02 10:01:15,Hôpital Laquintinie,AB-,40,8,0,32,4.4,2,86.5,normale,Urgent: vérifier température stockage,4,10,9,False,False,normal,pluvieux
2022-09-08 13:45:34,Hôpital Laquintinie,AB-,47,4,0,43,3.7,8,100.0,normale,"État satisfaisant, contrôle qualité OK",3,13,9,False,False,normal,nuageux
2022-09-18 17:48:08,Centre Médical d'Excellence,AB-,21,2,14,33,4.7,3,86.8,normale,Contrôle bactériologique négatif,6,17,9,True,False,normal,pluvieux
2022-09-23 15:12:33,Hôpital de District Bonassama,AB-,77,5,0,72,4.6,19,98.4,normale,Contrôle bactériologique négatif,4,15,9,False,False,urgence_médicale,ensoleillé
2022-09-23 16:11:00,Centre Médical d'Excellence,AB-,38,8,0,30,3.0,11,100.0,normale,Attention: proche expiration,4,16,9,False,False,normal,ensoleillé
2022-09-25 12:21:27,Hôpital Militaire,AB-,39,6,0,33,4.1,9,96.2,normale,"Excellent état, conservation parfaite",6,12,9,True,False,normal,ensoleillé
2022-10-07 20:15:10,Hôpital Militaire,AB-,49,10,0,39,3.8,8,100.0,normale,"État satisfaisant, contrôle qualité OK",4,20,10,False,False,normal,ensoleillé
2022-10-08 03:56:22,Hôpital de District Bonassama,AB-,9,6,0,3,4.0,1,67.3,critique,"URGENT: Stock critique - État satisfaisant, contrôle qualité OK",5,3,10,True,False,normal,pluvieux
2022-10-17 14:27:52,Clinique des Spécialités,AB-,47,10,0,37,3.9,1,60.0,attention,Attention: proche expiration,0,14,10,False,False,normal,ensoleillé
2022-10-22 17:03:02,Hôpital Militaire,AB-,44,4,0,40,3.6,15,97.7,normale,Urgent: vérifier température stockage,5,17,10,True,False,normal,pluvieux
2022-10-26 12:21:21,Hôpital de District Bonassama,AB-,32,14,14,32,4.4,6,100.0,normale,"État satisfaisant, contrôle qualité OK",2,12,10,False,False,normal,ensoleillé
2022-11-04 06:43:37,Hôpital Général Douala,AB-,73,12,0,61,1.9,38,80.7,normale,"ATTENTION TEMPÉRATURE: Excellent état, conservation parfaite",4,6,11,False,False,normal,ensoleillé
2022-11-06 06:14:23,Hôpital Militaire,AB-,29,6,0,23,4.0,15,100.0,normale,"Bon état général, légère variation température",6,6,11,True,False,normal,ensoleillé
2022-11-12 10:06:48,Hôpital Laquintinie,AB-,46,0,17,63,3.6,20,100.0,normale,"État satisfaisant, contrôle qualité OK",5,10,11,True,False,normal,ensoleillé
2022-11-18 14:17:10,Hôpital Laquintinie,AB-,65,10,0,55,4.5,11,100.0,normale,Urgent: vérifier température stockage,4,14,11,False,False,normal,ensoleillé
2022-11-19 05:41:53,Hôpital Général Douala,AB-,12,7,0,5,4.7,38,98.4,critique,URGENT: Stock critique - Contrôle bactériologique négatif,5,5,11,True,False,normal,ensoleillé
2022-11-20 00:06:27,Hôpital Général Douala,AB-,15,3,14,26,3.8,64,98.9,normale,Parfait pour transfusion immédiate,6,0,11,True,False,normal,ensoleillé
2022-11-23 01:56:04,Hôpital Général Douala,AB-,22,5,0,17,4.3,30,95.5,faible,"Excellent état, conservation parfaite",2,1,11,False,False,normal,orageux
2022-12-13 20:14:48,Hôpital Militaire,AB-,77,9,0,68,3.5,7,100.0,normale,Contrôle bactériologique négatif,1,20,12,False,True,normal,ensoleillé
2022-12-16 01:23:37,Centre Médical d'Excellence,AB-,34,11,21,44,4.8,8,100.0,normale,"État satisfaisant, contrôle qualité OK",4,1,12,False,True,normal,pluvieux
2023-01-05 11:41:02,Hôpital Militaire,AB-,70,8,0,62,3.7,1,66.7,attention,Attention: proche expiration,3,11,1,False,True,normal,nuageux
2023-01-05 18:02:31,Hôpital Militaire,AB-,70,11,0,59,4.0,10,100.0,normale,Contrôle bactériologique négatif,3,18,1,False,True,normal,nuageux
2023-01-07 09:09:53,Centre Médical d'Excellence,AB-,46,5,0,41,3.3,33,96.5,normale,"Bon état général, légère variation température",5,9,1,True,True,normal,orageux
2023-01-14 22:15:53,Hôpital Laquintinie,AB-,38,4,15,49,3.5,15,100.0,normale,"État satisfaisant, contrôle qualité OK",5,22,1,True,True,normal,ensoleillé
2023-01-15 23:35:55,Hôpital Militaire,AB-,15,5,17,27,4.2,2,87.2,normale,Attention: proche expiration,6,23,1,True,True,normal,ensoleillé
2023-01-17 00:35:02,Centre Médical d'Excellence,AB-,21,9,19,31,4.8,12,100.0,normale,Hémoglobine dans les normes,1,0,1,False,True,normal,nuageux
2023-02-05 23:06:53,Clinique des Spécialités,AB-,14,7,0,7,3.6,25,100.0,critique,URGENT: Stock critique - Hémoglobine dans les normes,6,23,2,True,False,normal,ensoleillé
2023-02-06 17:43:57,Hôpital de District Bonassama,AB-,32,10,34,56,4.4,9,100.0,normale,"Bon état général, légère variation température",0,17,2,False,False,normal,ensoleillé
2023-02-07 12:02:38,Centre Médical d'Excellence,AB-,69,6,0,63,4.2,5,100.0,normale,Hémoglobine dans les normes,1,12,2,False,False,normal,ensoleillé
2023-02-08 00:57:21,Hôpital de District Bonassama,AB-,29,6,0,23,3.3,30,100.0,normale,"Bon état général, légère variation température",2,0,2,False,False,normal,pluvieux
2023-02-11 07:02:45,Hôpital Laquintinie,AB-,40,2,0,38,4.0,19,95.0,normale,"Excellent état, conservation parfaite",5,7,2,True,False,normal,nuageux
2023-02-11 07:20:59,Hôpital Général Douala,AB-,25,7,0,18,3.7,11,92.2,faible,Parfait pour transfusion immédiate,5,7,2,True,False,normal,nuageux
2023-02-13 02:00:08,Centre Médical d'Excellence,AB-,7,5,23,25,4.4,75,100.0,normale,"Bon état général, légère variation température",0,2,2,False,False,normal,pluvieux
2023-02-19 18:41:21,Hôpital Militaire,AB-,30,4,0,26,4.1,1,65.2,attention,Urgent: vérifier température stockage,6,18,2,True,False,normal,pluvieux
2023-02-21 10:44:07,Clinique des Spécialités,AB-,33,14,0,19,3.1,63,98.8,faible,Contrôle bactériologique négatif,1,10,2,False,False,normal,ensoleillé
2023-02-22 07:13:26,Centre Médical d'Excellence,AB-,40,11,0,29,3.7,6,99.7,normale,Hémoglobine dans les normes,2,7,2,False,False,normal,orageux
2023-02-22 18:36:27,Hôpital Général Douala,AB-,48,7,0,41,4.1,15,100.0,normale,Attention: proche expiration,2,18,2,False,False,normal,nuageux
2023-02-22 20:34:39,Hôpital de District Bonassama,AB-,63,10,0,53,4.1,7,100.0,normale,"Excellent état, conservation parfaite",2,20,2,False,False,normal,pluvieux
2023-02-23 23:00:10,Hôpital de District Bonassama,AB-,27,3,18,42,4.3,2,86.4,normale,Parfait pour transfusion immédiate,3,23,2,False,False,normal,ensoleillé
2023-02-24 05:51:07,Hôpital Militaire,AB-,27,8,27,46,4.0,21,99.1,normale,"Excellent état, conservation parfaite",4,5,2,False,False,normal,ensoleillé
2023-03-07 13:12:21,Hôpital de District Bonassama,AB-,43,2,19,60,3.8,12,100.0,normale,"État satisfaisant, contrôle qualité OK",1,13,3,False,False,normal,pluvieux
2023-03-07 21:06:11,Hôpital Général Douala,AB-,39,7,0,32,3.5,4,93.3,normale,Attention: proche expiration,1,21,3,False,False,normal,ensoleillé
2023-03-20 05:28:00,Hôpital Laquintinie,AB-,8,4,0,4,4.0,21,98.5,critique,URGENT: Stock critique - Hémoglobine dans les normes,0,5,3,False,False,normal,ensoleillé
2023-03-24 15:59:11,Clinique des Spécialités,AB-,51,9,0,42,4.6,7,100.0,normale,Urgent: vérifier température stockage,4,15,3,False,False,normal,ensoleillé
2023-04-05 17:09:24,Centre Médical d'Excellence,AB-,53,10,0,43,3.5,15,93.1,normale,Parfait pour transfusion immédiate,2,17,4,False,False,normal,orageux
2023-04-20 19:53:22,Clinique des Spécialités,AB-,42,5,0,37,4.2,7,95.8,normale,Urgent: vérifier température stockage,3,19,4,False,False,normal,orageux
2023-04-21 02:29:59,Centre Médical d'Excellence,AB-,17,7,24,34,4.1,19,94.3,normale,"Excellent état, conservation parfaite",4,2,4,False,False,normal,orageux
2023-04-22 23:46:34,Hôpital Laquintinie,AB-,19,5,0,14,3.7,76,100.0,faible,Urgent: vérifier température stockage,5,23,4,True,False,normal,pluvieux
2023-04-28 08:47:18,Hôpital Militaire,AB-,45,8,0,37,3.7,4,81.3,normale,Hémoglobine dans les normes,4,8,4,False,False,normal,ensoleillé
2023-04-30 00:04:27,Hôpital Militaire,AB-,18,6,0,12,4.2,2,81.9,faible,Hémoglobine dans les normes,6,0,4,True,False,normal,ensoleillé
2023-05-15 04:46:50,Hôpital Général Douala,AB-,15,14,0,1,3.1,7,97.8,critique,URGENT: Stock critique - Parfait pour transfusion immédiate,0,4,5,False,False,normal,ensoleillé
2023-05-19 00:47:10,Hôpital de District Bonassama,AB-,21,5,22,38,4.5,4,90.1,normale,"État satisfaisant, contrôle qualité OK",4,0,5,False,False,normal,orageux
2023-06-05 21:25:17,Hôpital Général Douala,AB-,41,10,0,31,3.9,15,97.7,normale,Attention: proche expiration,0,21,6,False,False,normal,pluvieux
2023-06-11 02:40:06,Hôpital de District Bonassama,AB-,20,6,0,14,4.1,3,82.7,faible,"État satisfaisant, contrôle qualité OK",6,2,6,True,False,normal,ensoleillé
2023-06-13 18:12:25,Hôpital Général Douala,AB-,39,8,0,31,3.7,2,92.3,normale,"Excellent état, conservation parfaite",1,18,6,False,False,normal,ensoleillé
2023-06-28 17:58:29,Hôpital Laquintinie,AB-,41,3,0,38,4.8,13,97.7,normale,"Excellent état, conservation parfaite",2,17,6,False,False,normal,orageux
2023-06-30 10:21:52,Hôpital Militaire,AB-,64,9,0,55,4.3,6,99.0,normale,Contrôle bactériologique négatif,4,10,6,False,False,normal,nuageux
2023-07-01 09:18:43,Hôpital de District Bonassama,AB-,52,5,0,47,4.6,7,93.1,normale,Attention: proche expiration,5,9,7,True,True,normal,ensoleillé
2023-07-07 21:05:00,Hôpital de District Bonassama,AB-,67,11,0,56,3.6,38,98.7,normale,Hémoglobine dans les normes,4,21,7,False,True,normal,ensoleillé
2023-07-15 01:32:43,Hôpital Militaire,AB-,22,6,10,26,3.9,45,100.0,normale,Urgent: vérifier température stockage,5,1,7,True,True,normal,nuageux
2023-07-20 21:13:57,Clinique des Spécialités,AB-,66,8,0,58,4.1,19,93.4,normale,Contrôle bactériologique négatif,3,21,7,False,True,normal,pluvieux
2023-07-21 19:11:11,Hôpital Militaire,AB-,37,12,0,25,3.4,2,87.7,normale,Hémoglobine dans les normes,4,19,7,False,True,normal,nuageux
2023-07-22 19:18:58,Hôpital Général Douala,AB-,52,7,0,45,4.2,37,92.4,normale,"Bon état général, légère variation température",5,19,7,True,True,normal,nuageux
2023-08-04 06:42:23,Centre Médical d'Excellence,AB-,44,14,19,49,3.5,10,100.0,normale,Attention: proche expiration,4,6,8,False,True,normal,ensoleillé
2023-08-12 06:02:13,Clinique des Spécialités,AB-,31,8,0,23,3.8,17,100.0,normale,"Bon état général, légère variation température",5,6,8,True,True,normal,nuageux
2023-08-25 11:14:16,Hôpital Militaire,AB-,22,9,0,13,3.8,9,100.0,faible,"Excellent état, conservation parfaite",4,11,8,False,True,normal,pluvieux
2023-08-25 11:16:35,Hôpital Militaire,AB-,49,14,0,35,4.2,22,100.0,normale,"Excellent état, conservation parfaite",4,11,8,False,True,normal,ensoleillé
2023-08-28 00:54:34,Clinique des Spécialités,AB-,28,10,0,18,4.0,3,80.1,faible,Hémoglobine dans les normes,0,0,8,False,True,normal,ensoleillé
2023-09-06 06:22:58,Hôpital de District Bonassama,AB-,53,5,0,48,3.8,12,95.9,normale,Parfait pour transfusion immédiate,2,6,9,False,False,accident_route,orageux
2023-09-11 20:35:10,Hôpital de District Bonassama,AB-,52,4,19,67,5.0,3,83.3,normale,Attention: proche expiration,0,20,9,False,False,normal,pluvieux
2023-09-11 23:28:15,Hôpital Général Douala,AB-,37,11,0,26,3.9,5,94.6,normale,"Excellent état, conservation parfaite",0,23,9,False,False,normal,ensoleillé
2023-09-17 05:20:25,Hôpital Militaire,AB-,21,6,0,15,4.4,11,97.3,faible,"Excellent état, conservation parfaite",6,5,9,True,False,normal,ensoleillé
2023-10-05 01:31:18,Hôpital Laquintinie,AB-,34,5,0,29,3.8,29,100.0,normale,Parfait pour transfusion immédiate,3,1,10,False,False,normal,pluvieux
2023-10-07 23:28:23,Hôpital Militaire,AB-,19,7,0,12,5.0,25,97.5,faible,Hémoglobine dans les normes,5,23,10,True,False,accident_route,ensoleillé
2023-10-11 15:38:31,Hôpital Militaire,AB-,55,7,0,48,4.1,14,94.8,normale,"État satisfaisant, contrôle qualité OK",2,15,10,False,False,normal,pluvieux
2023-10-14 07:27:10,Hôpital de District Bonassama,AB-,38,5,0,33,4.0,39,98.6,normale,Hémoglobine dans les normes,5,7,10,True,False,normal,nuageux
2023-11-03 17:13:50,Centre Médical d'Excellence,AB-,48,8,17,57,3.5,47,100.0,normale,Urgent: vérifier température stockage,4,17,11,False,False,normal,nuageux
2023-11-06 19:57:05,Clinique des Spécialités,AB-,28,15,0,13,3.9,13,100.0,faible,"Bon état général, légère variation température",0,19,11,False,False,normal,nuageux
2023-11-13 17:37:46,Hôpital Militaire,AB-,47,9,13,51,2.6,22,100.0,normale,Contrôle bactériologique négatif,0,17,11,False,False,normal,pluvieux
2023-11-16 06:49:30,Hôpital de District Bonassama,AB-,67,6,0,61,4.4,19,100.0,normale,Contrôle bactériologique négatif,3,6,11,False,False,normal,nuageux
2023-11-20 16:25:10,Hôpital Militaire,AB-,77,12,0,65,4.1,5,98.9,normale,Contrôle bactériologique négatif,0,16,11,False,False,normal,orageux
2023-11-25 17:10:53,Centre Médical d'Excellence,AB-,27,1,0,26,3.8,1,59.6,attention,"État satisfaisant, contrôle qualité OK",5,17,11,True,False,normal,ensoleillé
2023-11-27 06:12:56,Centre Médical d'Excellence,AB-,30,9,0,21,3.6,6,100.0,normale,Hémoglobine dans les normes,0,6,11,False,False,normal,pluvieux
2023-11-28 08:12:08,Hôpital Général Douala,AB-,48,6,0,42,4.4,5,98.8,normale,"État satisfaisant, contrôle qualité OK",1,8,11,False,False,normal,nuageux
2023-12-04 03:18:10,Hôpital Militaire,AB-,26,11,0,15,4.5,2,77.5,faible,Parfait pour transfusion immédiate,0,3,12,False,True,normal,nuageux
2023-12-09 07:07:49,Hôpital Laquintinie,AB-,54,2,0,52,4.2,1,66.5,attention,Contrôle bactériologique négatif,5,7,12,True,True,normal,ensoleillé
2023-12-12 21:36:24,Hôpital de District Bonassama,AB-,50,12,17,55,4.0,47,100.0,normale,"Excellent état, conservation parfaite",1,21,12,False,True,épidémie,pluvieux
2023-12-15 01:20:22,Hôpital de District Bonassama,AB-,14,9,20,25,4.7,43,100.0,normale,"État satisfaisant, contrôle qualité OK",4,1,12,False,True,normal,ensoleillé
2023-12-15 22:42:32,Hôpital Militaire,AB-,71,7,0,64,4.0,8,100.0,normale,Parfait pour transfusion immédiate,4,22,12,False,True,normal,pluvieux
